frame_id	timestamp	hands	fingers	tools	gestures	hand_label	hand_id	hand_pos	hand_pitch	hand_roll	hand_yaw	hand_arm_dir	hand_wrist_pos	hand_elbow_pos	Thumb_id	Thumb_length	Thumb_width	Thumb_1	Thumb_2	Thumb_3	Thumb_4	Thumb_5	Index_id	Index_length	Index_width	Index_1	Index_2	Index_3	Index_4	Index_5	Middle_id	Middle_length	Middle_width	Middle_1	Middle_2	Middle_3	Middle_4	Middle_5	Ring_id	Ring_length	Ring_width	Ring_1	Ring_2	Ring_3	Ring_4	Ring_5	Pinky_id	Pinky_length	Pinky_width	Pinky_1	Pinky_2	Pinky_3	Pinky_4	Pinky_5	time_s
558276	10124531	1	5	0	0	Left	186	(-12.8235, 261.707, 21.5812)	31.731437	21.110438	29.336988	(0.555327, 0.28239, -0.78222)	(-43.0835, 239.667, 59.3619)	(-188.856, 165.54, 264.694)	1860	50.668617	19.687469	(-17.7838, 231.897, 73.1117)	(-17.7838, 231.897, 73.1117)	(25.962, 240.192, 53.8047)	(57.4102, 247.532, 46.325)	(78.5531, 254.548, 50.9596)	1861	57.173882	18.805471	(-26.2708, 252.598, 67.5855)	(17.3191, 277.694, 16.7322)	(42.3088, 284.439, -16.0499)	(56.7307, 283.135, -34.5569)	(66.8008, 279.529, -47.2657)	1862	65.14505	18.469471	(-35.2465, 254.036, 59.7957)	(-1.26036, 277.276, 5.89114)	(24.3341, 242.645, -12.5904)	(33.0399, 216.444, -14.0152)	(36.2563, 198.597, -11.7889)	1863	62.638702	17.574873	(-44.3876, 252.34, 52.2975)	(-21.7452, 272.014, -0.702756)	(4.7812, 257.518, -31.8975)	(21.3116, 245.126, -49.1754)	(32.375, 235.45, -59.8501)	1864	49.107586	15.611376	(-52.5855, 243.669, 45.2923)	(-39.4668, 262.562, -6.17626)	(-36.6412, 268.277, -39.9569)	(-33.9446, 269.927, -58.7078)	(-30.796, 270.319, -75.1626)	10.124531
558277	10133604	1	5	0	0	Left	186	(-12.8538, 261.655, 21.507)	31.734101	21.167416	29.391179	(0.555171, 0.28149, -0.782654)	(-43.1523, 239.617, 59.2582)	(-188.885, 165.726, 264.705)	1860	50.668617	19.687469	(-17.8669, 231.87, 73.0467)	(-17.8669, 231.87, 73.0467)	(25.8975, 240.129, 53.7669)	(57.3575, 247.456, 46.3236)	(78.498, 254.47, 50.9712)	1861	57.173882	18.805471	(-26.3586, 252.563, 67.4978)	(17.2859, 277.657, 16.6906)	(42.2346, 284.384, -16.1264)	(56.6387, 283.106, -34.6491)	(66.7037, 279.535, -47.3721)	1862	65.14505	18.469471	(-35.3245, 253.991, 59.695)	(-1.27846, 277.223, 5.82435)	(24.3611, 242.596, -12.605)	(33.0826, 216.399, -14.0012)	(36.3049, 198.556, -11.7581)	1863	62.638702	17.574873	(-44.4543, 252.285, 52.1852)	(-21.7512, 271.945, -0.79467)	(4.84986, 257.424, -31.9144)	(21.4223, 245.036, -49.1549)	(32.5134, 235.37, -59.81)	1864	49.107586	15.611376	(-52.6375, 243.606, 45.1735)	(-39.4597, 262.479, -6.28728)	(-36.7442, 268.349, -40.0503)	(-34.0942, 270.071, -58.8013)	(-30.9753, 270.515, -75.2605)	10.133604
558279	10151640	1	5	0	0	Left	186	(-12.8899, 261.569, 21.3217)	31.741337	21.269664	29.465443	(0.554846, 0.280242, -0.783333)	(-43.241, 239.529, 59.0291)	(-188.888, 165.966, 264.654)	1860	50.668617	19.687469	(-17.9752, 231.824, 72.8771)	(-17.9752, 231.824, 72.8771)	(25.824, 240.053, 53.6637)	(57.3028, 247.376, 46.2965)	(78.4366, 254.396, 50.9663)	1861	57.173882	18.805471	(-26.4797, 252.502, 67.2923)	(17.2409, 277.603, 16.554)	(42.1637, 284.262, -16.2966)	(56.5576, 283.003, -34.8285)	(66.6252, 279.478, -47.562)	1862	65.14505	18.469471	(-35.431, 253.913, 59.4696)	(-1.30027, 277.137, 5.6495)	(24.8454, 243.262, -13.4526)	(33.9976, 217.242, -15.3279)	(37.4898, 199.417, -13.3609)	1863	62.638702	17.574873	(-44.5432, 252.19, 51.9423)	(-21.7529, 271.83, -1.00749)	(4.96709, 257.267, -32.0052)	(21.6074, 244.891, -49.1894)	(32.7441, 235.249, -59.8183)	1864	49.107586	15.611376	(-52.7015, 243.494, 44.9213)	(-39.4388, 262.338, -6.52861)	(-37.0299, 268.535, -40.2564)	(-34.5334, 270.429, -59.0119)	(-31.5339, 271.011, -75.489)	10.15164
558282	10178784	1	5	0	0	Left	186	(-12.8775, 261.288, 20.7696)	31.708505	21.394395	29.624023	(0.554127, 0.277093, -0.784961)	(-43.3479, 239.289, 58.4047)	(-188.806, 166.552, 264.457)	1860	50.668617	19.687469	(-18.1267, 231.64, 72.3648)	(-18.1267, 231.64, 72.3648)	(25.7746, 240.023, 53.4531)	(57.2881, 247.477, 46.3709)	(78.3556, 254.579, 51.213)	1861	57.173882	18.805471	(-26.633, 252.297, 66.7059)	(17.2533, 277.346, 16.085)	(42.4684, 282.607, -16.7962)	(56.9297, 280.407, -35.1873)	(66.9772, 276.189, -47.7244)	1862	65.14505	18.469471	(-35.5559, 253.682, 58.8462)	(-1.24545, 276.837, 5.11056)	(25.894, 244.582, -15.3601)	(36.0439, 219.05, -18.4328)	(40.2311, 201.306, -17.2464)	1863	62.638702	17.574873	(-44.6372, 251.933, 51.2875)	(-21.6665, 271.493, -1.61397)	(5.22354, 256.903, -32.4517)	(21.9637, 244.576, -49.5734)	(33.1691, 234.989, -60.1803)	1864	49.107586	15.611376	(-52.7588, 243.215, 44.2528)	(-39.3204, 261.97, -7.18365)	(-37.2436, 268.464, -40.8779)	(-34.9135, 270.512, -59.6386)	(-32.0436, 271.216, -76.134)	10.178784
558285	10205968	1	5	0	0	Left	186	(-12.7402, 260.827, 20.3372)	31.545407	21.071455	30.040736	(0.553767, 0.271838, -0.787049)	(-43.5256, 239.082, 57.8631)	(-188.889, 167.724, 264.463)	1860	50.668617	19.687469	(-18.4188, 231.272, 71.94)	(-18.4188, 231.272, 71.94)	(25.6481, 239.674, 53.4265)	(57.2412, 247.152, 46.7348)	(78.2515, 254.237, 51.8435)	1861	57.173882	18.805471	(-26.7563, 251.982, 66.223)	(17.5218, 276.67, 15.7663)	(43.2826, 280.522, -16.8862)	(57.9058, 277.429, -35.0189)	(67.9793, 272.575, -47.3025)	1862	65.14505	18.469471	(-35.6353, 253.42, 58.3233)	(-0.932496, 276.278, 4.71252)	(26.3199, 244.31, -16.0555)	(36.5973, 218.87, -19.4496)	(40.8707, 201.133, -18.487)	1863	62.638702	17.574873	(-44.6959, 251.727, 50.7272)	(-21.3611, 271.07, -2.09472)	(5.6016, 256.548, -32.9013)	(22.3719, 244.394, -50.1173)	(33.6009, 234.968, -60.8419)	1864	49.107586	15.611376	(-52.8476, 243.058, 43.6665)	(-39.0567, 261.664, -7.73082)	(-37.0142, 268.193, -41.4203)	(-34.6762, 270.206, -60.1839)	(-31.7798, 270.838, -76.6775)	10.205968
558289	10242056	1	5	0	0	Left	186	(-12.6369, 260.312, 19.9986)	31.426879	20.71149	30.547103	(0.551657, 0.269947, -0.789179)	(-43.7896, 238.815, 57.3644)	(-188.599, 167.954, 264.523)	1860	50.668617	19.687469	(-18.8195, 230.804, 71.5706)	(-18.8195, 230.804, 71.5706)	(25.3798, 239.559, 53.5425)	(56.995, 247.242, 47.1963)	(77.9276, 254.396, 52.5224)	1861	57.173882	18.805471	(-26.9606, 251.58, 65.8111)	(17.7746, 275.911, 15.5844)	(44.421, 277.616, -16.5358)	(59.2941, 273.12, -34.1646)	(69.3923, 267.257, -45.979)	1862	65.14505	18.469471	(-35.7868, 253.09, 57.8657)	(-0.62483, 275.667, 4.43545)	(26.4795, 243.491, -16.2048)	(36.568, 217.968, -19.5442)	(40.6902, 200.197, -18.5545)	1863	62.638702	17.574873	(-44.8213, 251.469, 50.2229)	(-21.0592, 270.623, -2.47736)	(5.9782, 256.42, -33.367)	(22.7891, 244.556, -50.7451)	(34.0498, 235.351, -61.6272)	1864	49.107586	15.611376	(-53.0059, 242.866, 43.12)	(-38.8005, 261.36, -8.20502)	(-37.219, 268.221, -41.8531)	(-35.1105, 270.37, -60.6287)	(-32.3923, 271.079, -77.1496)	10.242056
558292	10269141	1	5	0	0	Left	186	(-12.4059, 258.277, 19.5091)	32.203301	19.953075	31.929294	(0.548828, 0.252587, -0.796861)	(-44.3472, 236.675, 56.1416)	(-188.414, 170.371, 265.317)	1860	50.668617	19.687469	(-19.6826, 227.913, 70.4376)	(-19.6826, 227.913, 70.4376)	(24.7314, 236.673, 52.9473)	(56.4321, 244.155, 46.7914)	(77.5124, 250.942, 52.015)	1861	57.173882	18.805471	(-27.3649, 248.949, 65)	(18.3424, 273.367, 15.6993)	(45.7386, 273.863, -15.826)	(60.7746, 268.58, -33.0948)	(70.8437, 262.161, -44.6416)	1862	65.14505	18.469471	(-36.0784, 250.781, 56.998)	(0.0573671, 273.692, 4.36561)	(27.1333, 242.142, -17.2557)	(37.2779, 216.801, -21.6437)	(41.4539, 199.016, -21.4305)	1863	62.638702	17.574873	(-45.0631, 249.482, 49.236)	(-20.3975, 269.176, -2.84586)	(6.68966, 255.359, -33.8662)	(23.4699, 243.684, -51.4014)	(34.6837, 234.581, -62.417)	1864	49.107586	15.611376	(-53.3372, 241.175, 41.8873)	(-38.2529, 260.37, -8.92722)	(-36.4926, 267.865, -42.4308)	(-34.2795, 270.299, -61.1596)	(-31.4653, 271.206, -77.6547)	10.269141
558296	10305325	1	5	0	0	Left	186	(-11.7775, 255.852, 18.5551)	33.580837	18.795638	33.654166	(0.544465, 0.22735, -0.807385)	(-44.5861, 233.9, 54.199)	(-187.508, 174.221, 266.137)	1860	50.668617	19.687469	(-20.284, 223.975, 68.3558)	(-20.284, 223.975, 68.3558)	(24.4513, 232.504, 51.585)	(56.3183, 239.54, 45.7707)	(77.5778, 245.673, 51.0756)	1861	57.173882	18.805471	(-27.3448, 245.389, 63.5926)	(19.4012, 270.209, 15.4809)	(47.6902, 266.357, -15.0074)	(62.4841, 258.312, -31.3969)	(71.9982, 249.985, -42.1701)	1862	65.14505	18.469471	(-35.9414, 247.734, 55.5981)	(1.22197, 271.427, 4.03837)	(30.746, 246.99, -22.9278)	(44.4736, 225.422, -33.4498)	(51.6848, 209.271, -38.0244)	1863	62.638702	17.574873	(-44.8968, 246.95, 47.7337)	(-19.2912, 267.727, -3.46632)	(7.64198, 255.573, -35.306)	(24.3023, 244.869, -53.5602)	(35.4258, 236.371, -65.1366)	1864	49.107586	15.611376	(-53.3368, 239.132, 40.046)	(-37.3323, 259.63, -9.97132)	(-35.691, 267.491, -43.3972)	(-33.4225, 269.85, -62.129)	(-30.4823, 270.493, -78.6145)	10.305325
558300	10341521	1	5	0	0	Left	186	(-11.9419, 256.042, 18.7227)	33.725456	18.640022	33.61452	(0.546317, 0.225912, -0.806537)	(-44.689, 234.001, 54.3685)	(-188.097, 174.7, 266.084)	1860	50.668617	19.687469	(-20.3654, 223.963, 68.4075)	(-20.3654, 223.963, 68.4075)	(24.3811, 232.579, 51.7112)	(56.2594, 239.65, 46.0025)	(77.4936, 245.754, 51.4408)	1861	57.173882	18.805471	(-27.3951, 245.413, 63.7605)	(19.2578, 270.347, 15.6177)	(48.0353, 257.719, -11.8968)	(62.0158, 245.172, -26.0148)	(70.5729, 234.166, -35.0456)	1862	65.14505	18.469471	(-36.0109, 247.811, 55.8026)	(1.04672, 271.654, 4.23575)	(31.7282, 256.141, -27.6074)	(48.6781, 241.622, -43.9242)	(59.1536, 230.083, -53.4586)	1863	62.638702	17.574873	(-44.9916, 247.081, 47.962)	(-19.4969, 268.031, -3.22302)	(7.09018, 258.823, -36.3174)	(23.6917, 249.961, -55.5843)	(34.8454, 242.662, -67.9247)	1864	49.107586	15.611376	(-53.4714, 239.314, 40.2654)	(-37.5747, 260.001, -9.70907)	(-36.2079, 266.6, -43.4188)	(-33.9939, 268.092, -62.246)	(-31.046, 267.875, -78.7412)	10.341521
558302	10359631	1	5	0	1	Left	186	(-12.5154, 256.525, 19.5179)	33.663708	18.576149	33.371533	(0.54751, 0.230427, -0.804448)	(-45.1094, 234.471, 55.2958)	(-188.83, 173.983, 266.463)	1860	50.668617	19.687469	(-20.725, 224.445, 69.2385)	(-20.725, 224.445, 69.2385)	(23.9802, 233.011, 52.4063)	(55.8573, 240.061, 46.6648)	(77.0971, 246.152, 52.0951)	1861	57.173882	18.805471	(-27.7837, 245.891, 64.6178)	(18.6646, 270.844, 16.2872)	(46.8599, 255.197, -10.2615)	(60.2577, 241.322, -23.6855)	(68.3702, 229.613, -32.2293)	1862	65.14505	18.469471	(-36.4323, 248.284, 56.6941)	(0.407649, 272.141, 4.97791)	(30.6484, 259.442, -28.4918)	(47.9707, 247.847, -46.6531)	(59.0539, 238.587, -57.8421)	1863	62.638702	17.574873	(-45.4438, 247.549, 48.8895)	(-20.1638, 268.507, -2.39854)	(6.02142, 261.416, -36.3241)	(22.4737, 254.273, -56.4155)	(33.5958, 248.27, -69.4625)	1864	49.107586	15.611376	(-53.9505, 239.778, 41.2274)	(-38.2634, 260.468, -8.81176)	(-36.7241, 266.212, -42.6705)	(-34.4044, 267.203, -61.5179)	(-31.366, 266.543, -77.9849)	10.359631
558304	10377626	1	5	0	1	Left	186	(-13.368, 256.697, 20.6574)	33.368203	17.667536	33.726409	(0.543973, 0.239441, -0.804215)	(-46.2397, 235.061, 56.4362)	(-189.032, 172.208, 267.542)	1860	50.668617	19.687469	(-21.9903, 224.624, 70.3119)	(-21.9903, 224.624, 70.3119)	(22.7819, 232.374, 53.264)	(54.7522, 238.835, 47.3499)	(76.1693, 244.516, 52.5233)	1861	57.173882	18.805471	(-28.7234, 246.188, 65.7569)	(18.0249, 270.54, 17.4087)	(45.021, 251.888, -8.43596)	(57.309, 236.456, -21.2064)	(64.5071, 223.806, -29.2107)	1862	65.14505	18.469471	(-37.3471, 248.735, 57.8541)	(-0.228853, 272.148, 6.13419)	(29.5094, 261.443, -28.4638)	(46.796, 251.965, -47.8459)	(58.0232, 244.41, -60.1205)	1863	62.638702	17.574873	(-46.3821, 248.159, 50.0632)	(-20.8665, 268.853, -1.21585)	(4.85835, 262.972, -35.7202)	(21.0163, 257.168, -56.4708)	(31.9651, 252.3, -70.1234)	1864	49.107586	15.611376	(-55.0211, 240.54, 42.3964)	(-39.0994, 261.111, -7.61792)	(-37.1666, 266.178, -41.5643)	(-34.704, 266.824, -60.4086)	(-31.5988, 265.894, -76.8502)	10.377626
558307	10404730	1	5	0	1	Left	186	(-14.0873, 257.376, 21.8892)	32.520915	17.123312	33.749376	(0.539901, 0.258112, -0.801177)	(-47.1337, 236.402, 57.9006)	(-188.857, 168.647, 268.209)	1860	50.668617	19.687469	(-22.9699, 225.92, 71.8918)	(-22.9699, 225.92, 71.8918)	(21.7361, 232.621, 54.2363)	(53.7372, 238.427, 47.8291)	(75.3949, 243.781, 52.3007)	1861	57.173882	18.805471	(-29.5273, 247.487, 67.1001)	(17.4172, 270.926, 18.4914)	(40.8507, 245.851, -5.31488)	(49.8474, 226.818, -15.7552)	(54.3294, 211.968, -21.6986)	1862	65.14505	18.469471	(-38.1301, 250.018, 59.169)	(-0.822905, 272.559, 7.19845)	(28.4597, 262.775, -28.0548)	(45.6184, 254.612, -48.1367)	(56.8573, 248.212, -61.0405)	1863	62.638702	17.574873	(-47.1695, 249.43, 51.3842)	(-21.4868, 269.351, -0.116681)	(3.74772, 265.328, -35.2441)	(19.5928, 261.341, -56.6542)	(30.3509, 257.973, -70.898)	1864	49.107586	15.611376	(-55.8703, 241.798, 43.8007)	(-39.7821, 261.688, -6.43492)	(-37.3555, 265.634, -40.4984)	(-34.7608, 265.831, -59.3349)	(-31.639, 264.642, -75.7566)	10.40473
558308	10413753	1	5	0	1	Left	186	(-14.1185, 257.329, 22.0058)	32.516714	16.984597	33.791279	(0.540004, 0.258524, -0.800975)	(-47.19, 236.387, 58.013)	(-188.941, 168.525, 268.268)	1860	50.668617	19.687469	(-23.0416, 225.833, 71.9757)	(-23.0416, 225.833, 71.9757)	(21.6164, 232.211, 54.0806)	(53.6233, 237.794, 47.5078)	(75.3671, 242.995, 51.7371)	1861	57.173882	18.805471	(-29.5521, 247.421, 67.2145)	(17.415, 270.81, 18.6041)	(39.5084, 243.938, -4.51351)	(47.294, 223.963, -14.1345)	(50.803, 208.592, -19.3644)	1862	65.14505	18.469471	(-38.1542, 249.981, 59.2922)	(-0.828542, 272.499, 7.32499)	(28.3259, 263.052, -28.1258)	(45.4299, 255.219, -48.3847)	(56.6469, 249.085, -61.4362)	1863	62.638702	17.574873	(-47.2, 249.423, 51.5125)	(-21.5045, 269.348, 0.0193597)	(3.6228, 265.535, -35.2081)	(19.3955, 261.748, -56.7078)	(30.1041, 258.544, -71.0266)	1864	49.107586	15.611376	(-55.9233, 241.821, 43.9254)	(-39.8216, 261.735, -6.29635)	(-37.2762, 265.523, -40.3691)	(-34.6688, 265.705, -59.2041)	(-31.572, 264.553, -75.6331)	10.413753
558311	10440890	1	5	0	1	Left	186	(-14.1345, 257.029, 22.1889)	32.549899	16.389685	34.050317	(0.539424, 0.258405, -0.801404)	(-47.3566, 236.212, 58.1297)	(-188.955, 168.381, 268.498)	1860	50.668617	19.687469	(-23.2938, 225.322, 71.9827)	(-23.2938, 225.322, 71.9827)	(21.3034, 230.886, 53.6688)	(53.3477, 235.877, 46.808)	(75.2832, 240.625, 50.5506)	1861	57.173882	18.805471	(-29.5884, 247.006, 67.3653)	(17.5311, 270.203, 18.8104)	(36.0636, 239.427, -2.49691)	(40.5813, 217.581, -9.88317)	(41.4935, 201.327, -13.1846)	1862	65.14505	18.469471	(-38.1778, 249.703, 59.4748)	(-0.714318, 272.15, 7.57598)	(28.1703, 263.282, -28.2434)	(45.132, 255.987, -48.8201)	(56.2698, 250.281, -62.1312)	1863	62.638702	17.574873	(-47.2429, 249.287, 51.7089)	(-21.4351, 269.258, 0.290009)	(3.43591, 265.859, -35.1611)	(19.031, 262.456, -56.8536)	(29.6149, 259.564, -71.3306)	1864	49.107586	15.611376	(-56.0584, 241.822, 44.0919)	(-39.8416, 261.875, -6.03767)	(-37.0055, 265.294, -40.1264)	(-34.4015, 265.49, -58.9617)	(-31.4181, 264.507, -75.4226)	10.44089
558313	10458982	1	5	0	1	Left	186	(-14.1489, 256.91, 22.3081)	32.484411	16.023619	34.199266	(0.53818, 0.260071, -0.801701)	(-47.4734, 236.226, 58.2308)	(-188.746, 167.957, 268.677)	1860	50.668617	19.687469	(-23.469, 225.155, 72.041)	(-23.469, 225.155, 72.041)	(21.1074, 230.206, 53.5294)	(53.1855, 234.841, 46.5775)	(75.2132, 239.327, 50.096)	1861	57.173882	18.805471	(-29.6301, 246.887, 67.4752)	(17.5967, 269.891, 18.9324)	(34.3974, 237.53, -1.444)	(37.2773, 215.045, -7.6338)	(36.9006, 198.595, -9.91154)	1862	65.14505	18.469471	(-38.2085, 249.655, 59.5975)	(-0.644912, 271.977, 7.71678)	(28.119, 263.208, -28.2239)	(45.0049, 255.98, -48.8866)	(56.0909, 250.32, -62.2603)	1863	62.638702	17.574873	(-47.2822, 249.314, 51.8379)	(-21.3893, 269.232, 0.441268)	(3.33871, 266.077, -35.1322)	(18.8363, 262.886, -56.9266)	(29.3523, 260.163, -71.4857)	1864	49.107586	15.611376	(-56.1507, 241.921, 44.212)	(-39.8471, 261.978, -5.88744)	(-36.8215, 264.978, -39.9993)	(-34.2369, 265.123, -58.8377)	(-31.3536, 264.22, -75.3211)	10.458982
558316	10486089	1	5	0	1	Left	186	(-14.4412, 257.775, 22.7581)	32.050274	16.750378	33.848034	(0.537518, 0.270209, -0.798788)	(-47.6383, 237.201, 58.8617)	(-188.737, 166.271, 268.543)	1860	50.668617	19.687469	(-23.5481, 226.649, 72.9266)	(-23.5481, 226.649, 72.9266)	(21.0991, 232.105, 54.7028)	(53.1759, 237.136, 48.025)	(75.1206, 241.984, 51.5813)	1861	57.173882	18.805471	(-29.9704, 248.229, 68.0121)	(17.1477, 271.113, 19.3073)	(32.5962, 237.01, 0.789097)	(34.0367, 213.951, -3.50455)	(32.537, 197.426, -4.26829)	1862	65.14505	18.469471	(-38.5525, 250.768, 60.0616)	(-1.07484, 272.796, 7.99325)	(27.8308, 263.69, -27.7495)	(44.8138, 256.107, -48.2043)	(55.9635, 250.147, -61.3936)	1863	62.638702	17.574873	(-47.5904, 250.193, 52.274)	(-21.7532, 269.674, 0.68188)	(3.07886, 266.412, -34.8093)	(18.6593, 263.155, -56.5349)	(29.2397, 260.388, -71.0389)	1864	49.107586	15.611376	(-56.3328, 242.573, 44.7266)	(-40.091, 262.088, -5.60656)	(-36.8939, 264.459, -39.7524)	(-34.2476, 264.351, -58.5825)	(-31.3321, 263.295, -75.051)	10.486089
558321	10531279	1	5	0	1	Left	186	(-14.4699, 257.814, 22.8751)	32.229047	17.03991	33.846159	(0.537793, 0.269038, -0.798998)	(-47.6386, 237.078, 58.9117)	(-188.809, 166.455, 268.648)	1860	50.668617	19.687469	(-23.5267, 226.623, 73.0119)	(-23.5267, 226.623, 73.0119)	(21.3857, 233.428, 55.929)	(53.5066, 239.393, 50.3179)	(75.2078, 244.758, 54.5592)	1861	57.173882	18.805471	(-30.0341, 248.177, 68.0978)	(17.0666, 271.291, 19.4848)	(30.9154, 235.823, 2.31364)	(30.7976, 212.487, -0.44575)	(28.1275, 196.098, 0.00990798)	1862	65.14505	18.469471	(-38.6137, 250.684, 60.134)	(-1.14383, 272.901, 8.14075)	(27.6102, 262.887, -27.4813)	(44.4549, 254.315, -47.6581)	(55.4729, 247.525, -60.5533)	1863	62.638702	17.574873	(-47.6358, 250.073, 52.3308)	(-21.7961, 269.693, 0.792743)	(2.95462, 266.311, -34.744)	(18.5025, 262.884, -56.4667)	(29.0668, 259.958, -70.9511)	1864	49.107586	15.611376	(-56.3323, 242.419, 44.7647)	(-40.0902, 262.032, -5.53071)	(-36.7721, 264.303, -39.6717)	(-34.0995, 264.219, -58.4982)	(-31.1881, 263.237, -74.9721)	10.531279
558322	10540406	1	5	0	1	Left	186	(-14.4344, 257.538, 22.8732)	32.554926	16.936469	34.01297	(0.53736, 0.266423, -0.800164)	(-47.647, 236.635, 58.7728)	(-188.704, 166.699, 268.816)	1860	50.668617	19.687469	(-23.5583, 226.02, 72.7933)	(-23.5583, 226.02, 72.7933)	(21.367, 232.867, 55.7611)	(53.4992, 238.813, 50.1952)	(75.2079, 244.108, 54.4868)	1861	57.173882	18.805471	(-30.0121, 247.625, 68.0315)	(17.1355, 270.958, 19.5689)	(30.6817, 235.42, 2.30123)	(30.2467, 212.078, -0.374446)	(27.3298, 195.734, 0.17788)	1862	65.14505	18.469471	(-38.5872, 250.209, 60.0877)	(-1.07358, 272.693, 8.24109)	(27.6298, 262.739, -27.4384)	(44.4313, 254.162, -47.6489)	(55.4135, 247.352, -60.5644)	1863	62.638702	17.574873	(-47.6127, 249.676, 52.2828)	(-21.7357, 269.59, 0.876242)	(2.95516, 266.227, -34.704)	(18.4662, 262.77, -56.4482)	(29.0048, 259.806, -70.9436)	1864	49.107586	15.611376	(-56.3306, 242.097, 44.6656)	(-40.0508, 262.019, -5.49579)	(-36.6932, 264.441, -39.6226)	(-34.0184, 264.463, -58.449)	(-31.1184, 263.59, -74.931)	10.540406
558323	10549310	1	5	0	1	Left	186	(-14.4301, 257.17, 22.9188)	32.897443	16.701515	34.291481	(0.53595, 0.264108, -0.801876)	(-47.7534, 236.136, 58.6391)	(-188.44, 166.808, 269.131)	1860	50.668617	19.687469	(-23.7212, 225.28, 72.5709)	(-23.7212, 225.28, 72.5709)	(21.2374, 232.046, 55.5944)	(53.3986, 237.878, 50.0755)	(75.1319, 243.029, 54.4178)	1861	57.173882	18.805471	(-30.0631, 246.957, 67.9911)	(17.2089, 270.454, 19.7294)	(30.3699, 234.841, 2.31787)	(29.5854, 211.506, -0.334819)	(26.4062, 195.213, 0.262216)	1862	65.14505	18.469471	(-38.624, 249.651, 60.0688)	(-0.989869, 272.379, 8.41566)	(27.6548, 262.513, -27.3357)	(44.4031, 253.956, -47.5987)	(55.3412, 247.146, -60.5516)	1863	62.638702	17.574873	(-47.6513, 249.231, 52.2592)	(-21.667, 269.444, 1.02378)	(2.9693, 266.169, -34.6024)	(18.4414, 262.743, -56.3794)	(28.9508, 259.79, -70.8982)	1864	49.107586	15.611376	(-56.4073, 241.762, 44.578)	(-40.0202, 262.021, -5.41285)	(-36.6099, 264.613, -39.5219)	(-33.9295, 264.751, -58.347)	(-31.0407, 263.997, -74.8369)	10.54931
558325	10585592	1	5	0	1	Left	186	(-14.4038, 256.806, 22.9212)	33.093254	16.447905	34.497172	(0.534615, 0.262094, -0.803426)	(-47.8174, 235.726, 58.53)	(-188.154, 166.927, 269.429)	1860	50.668617	19.687469	(-23.834, 224.668, 72.3868)	(-23.834, 224.668, 72.3868)	(21.1438, 231.378, 55.4393)	(53.3231, 237.126, 49.9369)	(75.0752, 242.169, 54.3116)	1861	57.173882	18.805471	(-30.0696, 246.403, 67.9386)	(17.2997, 269.951, 19.7973)	(29.9825, 234.164, 2.38928)	(28.7562, 210.828, -0.0865461)	(25.2464, 194.61, 0.67665)	1862	65.14505	18.469471	(-38.6201, 249.187, 60.0362)	(-0.893734, 272.033, 8.50298)	(27.6673, 262.163, -27.3136)	(44.3496, 253.584, -47.6222)	(55.2363, 246.754, -60.6076)	1863	62.638702	17.574873	(-47.6526, 248.858, 52.2281)	(-21.5882, 269.245, 1.10261)	(2.9494, 265.867, -34.582)	(18.3562, 262.337, -56.3886)	(28.8187, 259.296, -70.9232)	1864	49.107586	15.611376	(-56.4487, 241.478, 44.5063)	(-39.9807, 261.953, -5.37019)	(-36.5071, 264.548, -39.4726)	(-33.8262, 264.73, -58.2973)	(-30.9608, 264.044, -74.7942)	10.585592
558327	10603634	1	5	0	0	Left	186	(-14.2921, 256.069, 22.8349)	33.541646	15.980664	34.86645	(0.533131, 0.257097, -0.806023)	(-47.8447, 234.843, 58.2253)	(-187.791, 167.355, 269.806)	1860	50.668617	19.687469	(-23.9429, 223.393, 71.9036)	(-23.9429, 223.393, 71.9036)	(21.0476, 229.929, 54.9218)	(53.2568, 235.463, 49.3756)	(75.0655, 240.261, 53.7444)	1861	57.173882	18.805471	(-29.9871, 245.239, 67.741)	(17.5251, 268.965, 19.8288)	(29.8378, 233.276, 1.95991)	(28.3262, 209.981, -0.740854)	(24.606, 193.805, -0.109903)	1862	65.14505	18.469471	(-38.5233, 248.2, 59.8878)	(-0.664856, 271.355, 8.58997)	(27.7446, 261.632, -27.387)	(44.3111, 253.124, -47.8196)	(55.11, 246.333, -60.8989)	1863	62.638702	17.574873	(-47.5696, 248.052, 52.0901)	(-21.3944, 268.849, 1.18693)	(3.02039, 265.521, -34.5865)	(18.3382, 262.001, -56.4572)	(28.7343, 258.956, -71.0387)	1864	49.107586	15.611376	(-56.4435, 240.851, 44.2891)	(-39.8616, 261.807, -5.3493)	(-36.3493, 264.594, -39.4326)	(-33.6829, 264.915, -58.2574)	(-30.855, 264.376, -74.7663)	10.603634
