frame_id	timestamp	hands	fingers	tools	gestures	hand_label	hand_id	hand_pos	hand_pitch	hand_roll	hand_yaw	hand_arm_dir	hand_wrist_pos	hand_elbow_pos	Thumb_id	Thumb_length	Thumb_width	Thumb_1	Thumb_2	Thumb_3	Thumb_4	Thumb_5	Index_id	Index_length	Index_width	Index_1	Index_2	Index_3	Index_4	Index_5	Middle_id	Middle_length	Middle_width	Middle_1	Middle_2	Middle_3	Middle_4	Middle_5	Ring_id	Ring_length	Ring_width	Ring_1	Ring_2	Ring_3	Ring_4	Ring_5	Pinky_id	Pinky_length	Pinky_width	Pinky_1	Pinky_2	Pinky_3	Pinky_4	Pinky_5	time_s
561379	38695648	1	5	0	0	Left	186	(-17.9523, 267.514, 18.0957)	54.431749	60.090086	24.622597	(0.494838, 0.320579, -0.807691)	(-38.6262, 225.347, 43.0621)	(-168.521, 141.195, 255.081)	1860	50.668617	19.687469	(-17.0653, 228.599, 63.4106)	(-17.0653, 228.599, 63.4106)	(21.1829, 251.696, 44.4681)	(40.5692, 258.727, 18.515)	(32.5633, 247.57, 0.372716)	1861	57.173882	18.805471	(-34.0447, 242.776, 56.9451)	(-1.40305, 297.178, 23.9156)	(35.3214, 290.306, 5.24097)	(38.179, 267.984, 12.0057)	(29.789, 256.866, 21.0576)	1862	65.14505	18.469471	(-40.318, 241.179, 46.875)	(-13.7029, 289.859, 7.85169)	(29.8581, 281.582, -7.31192)	(33.274, 257.141, 5.14882)	(23.7216, 245.922, 15.9513)	1863	62.638702	17.574873	(-45.0662, 236.824, 36.8177)	(-25.8213, 276.587, -5.10265)	(14.6468, 270.631, -19.723)	(19.8042, 248.886, -4.69303)	(11.0271, 238.82, 7.62021)	1864	49.107586	15.611376	(-45.3299, 227.03, 27.0471)	(-33.6618, 260.975, -16.4228)	(-1.27336, 260.199, -27.9188)	(4.94502, 247.502, -15.2022)	(-1.48479, 238.81, -2.39856)	38.695648
561382	38722772	1	5	0	0	Left	186	(-14.5663, 258.917, 15.2089)	46.074507	52.149878	26.725016	(0.506657, 0.291005, -0.811551)	(-39.1732, 222.567, 45.2425)	(-172.17, 146.179, 258.274)	1860	50.668617	19.687469	(-16.9864, 225.85, 64.9014)	(-16.9864, 225.85, 64.9014)	(23.5751, 242.813, 44.3524)	(42.9, 244.28, 17.4597)	(33.2269, 231.956, 0.958811)	1861	57.173882	18.805471	(-32.4602, 240.926, 56.8784)	(5.20321, 287.069, 17.2775)	(40.5815, 273.961, -0.64459)	(41.0553, 252.456, 8.8157)	(31.6386, 243.564, 19.2167)	1862	65.14505	18.469471	(-39.0685, 238.832, 47.1186)	(-8.13269, 279.272, 2.30248)	(33.9295, 264.069, -11.6852)	(34.4909, 241.165, 3.788)	(23.7984, 232.631, 15.8969)	1863	62.638702	17.574873	(-44.4587, 233.85, 37.6956)	(-21.8694, 265.953, -8.86536)	(17.4281, 253.767, -22.7972)	(20.3899, 233.561, -5.23871)	(10.7766, 226.097, 8.24635)	1864	49.107586	15.611376	(-45.9735, 223.044, 29.1869)	(-31.5744, 250.052, -18.156)	(0.338096, 244.332, -29.5861)	(5.18894, 232.63, -15.4046)	(-2.10642, 226.373, -1.67625)	38.722772
561386	38759030	1	5	0	0	Left	186	(-10.1537, 249.559, 16.0018)	39.002471	43.208737	31.904613	(0.521343, 0.258492, -0.813255)	(-40.264, 219.856, 48.2499)	(-177.116, 152.002, 261.729)	1860	50.668617	19.687469	(-18.1316, 221.565, 68.1682)	(-18.1316, 221.565, 68.1682)	(25.0467, 231.237, 48.235)	(44.6275, 227.507, 21.7493)	(33.7157, 215.35, 5.91047)	1861	57.173882	18.805471	(-31.1092, 237.979, 58.5102)	(13.4924, 274.628, 16.279)	(46.8155, 255.001, 0.499352)	(43.9145, 234.58, 11.7593)	(33.1017, 228.142, 22.6013)	1862	65.14505	18.469471	(-37.8066, 236.035, 48.78)	(-0.616595, 267.589, 1.64044)	(38.8997, 245.064, -9.63201)	(35.5476, 223.855, 7.78283)	(23.4023, 218.197, 20.2036)	1863	62.638702	17.574873	(-43.7269, 231.098, 39.6567)	(-15.9873, 255.491, -8.76084)	(21.3046, 236.536, -20.4612)	(20.9271, 217.705, -1.20945)	(10.0881, 212.91, 12.556)	1864	49.107586	15.611376	(-46.6806, 219.936, 32.0303)	(-27.7767, 240.425, -16.9691)	(3.17895, 229.137, -26.7722)	(5.83074, 218.085, -11.5272)	(-2.67141, 214.16, 2.37017)	38.75903
561390	38795196	1	5	0	0	Left	186	(-6.86643, 236.068, 18.5315)	27.579491	33.505097	36.062713	(0.526521, 0.235581, -0.81687)	(-42.3508, 216.236, 52.8297)	(-180.562, 154.396, 267.258)	1860	50.668617	19.687469	(-20.7995, 217.075, 73.4293)	(-20.7995, 217.075, 73.4293)	(24.2882, 218.036, 55.501)	(43.8117, 207.877, 30.7129)	(31.9956, 195.428, 15.7756)	1861	57.173882	18.805471	(-30.6144, 233.885, 61.0929)	(20.5803, 256.831, 16.7244)	(50.6062, 230.129, 5.31869)	(44.0096, 212.2, 19.0026)	(31.9662, 209.167, 30.0335)	1862	65.14505	18.469471	(-37.2694, 231.732, 51.3775)	(5.91223, 250.215, 2.44232)	(41.3186, 220.102, -3.52548)	(33.7097, 202.486, 16.3773)	(20.3505, 200.789, 28.7241)	1863	62.638702	17.574873	(-43.6696, 226.611, 42.69)	(-10.9528, 239.432, -7.04975)	(22.7306, 212.715, -13.2571)	(18.0765, 197.352, 8.36845)	(6.04724, 196.465, 21.9507)	1864	49.107586	15.611376	(-48.2151, 215.134, 36.4392)	(-24.8382, 225.472, -13.8075)	(4.13052, 208.108, -20.2183)	(4.28569, 198.935, -3.56255)	(-5.26135, 198.321, 10.1963)	38.795196
561394	38831248	1	5	0	0	Left	186	(-5.12632, 227.798, 21.5911)	20.535174	27.872547	39.734937	(0.529003, 0.215989, -0.820674)	(-44.0506, 214.155, 55.1705)	(-182.914, 157.458, 270.597)	1860	50.668617	19.687469	(-23.5584, 214.504, 76.8374)	(-23.5584, 214.504, 76.8374)	(22.3482, 210.144, 61.7105)	(42.0142, 196.377, 38.8516)	(30.2626, 183.842, 23.9354)	1861	57.173882	18.805471	(-31.0301, 231.18, 62.7949)	(24.3113, 245.632, 19.8484)	(51.7354, 214.988, 12.534)	(42.3603, 199.195, 27.1934)	(29.4675, 198.459, 37.6413)	1862	65.14505	18.469471	(-37.3827, 228.935, 52.8997)	(9.77348, 239.376, 5.27425)	(41.5637, 204.953, 4.59435)	(30.4844, 190.459, 25.367)	(16.2724, 191.49, 36.8015)	1863	62.638702	17.574873	(-43.8288, 223.799, 44.2551)	(-7.59824, 229.562, -4.35483)	(22.9667, 198.713, -5.35649)	(15.0122, 186.162, 17.1057)	(2.1429, 187.75, 29.8268)	1864	49.107586	15.611376	(-49.1855, 212.364, 38.5971)	(-22.46, 216.52, -10.8655)	(4.91531, 195.978, -14.0872)	(3.16061, 188.154, 3.1553)	(-7.16021, 189.505, 16.2888)	38.831248
561397	38858368	1	5	0	0	Left	186	(-5.44383, 221.958, 25.7186)	11.018103	23.683563	38.934514	(0.544082, 0.238529, -0.804412)	(-44.738, 214.97, 60.8746)	(-187.559, 152.356, 272.032)	1860	50.668617	19.687469	(-23.9166, 215.921, 82.207)	(-23.9166, 215.921, 82.207)	(21.2346, 206.383, 67.1852)	(39.3488, 188.809, 45.6946)	(26.9301, 175.566, 31.9792)	1861	57.173882	18.805471	(-30.3032, 231.603, 66.5741)	(25.2601, 237.129, 21.8736)	(49.8236, 203.578, 17.9178)	(39.2475, 190.441, 34.2814)	(26.4722, 192.004, 44.7825)	1862	65.14505	18.469471	(-36.9782, 228.863, 57.0219)	(10.034, 230.578, 8.15675)	(38.8272, 193.721, 11.0832)	(26.8728, 182.54, 33.3631)	(12.9709, 185.942, 44.719)	1863	62.638702	17.574873	(-43.9505, 223.391, 49.0148)	(-8.21019, 221.233, -0.247514)	(19.7214, 188.041, 1.97886)	(11.0623, 178.656, 25.6917)	(-1.45446, 182.599, 38.2514)	1864	49.107586	15.611376	(-50.277, 211.896, 44.6227)	(-24.1512, 208.81, -5.23697)	(1.4836, 185.935, -6.4107)	(-0.665594, 180.105, 11.5608)	(-10.6723, 183.606, 24.5389)	38.858368
561400	38885508	1	5	0	0	Left	186	(-5.91797, 217.94, 27.2655)	5.748947	21.536719	39.831266	(0.536496, 0.250986, -0.805716)	(-45.9977, 214.693, 62.0776)	(-186.828, 148.81, 273.578)	1860	50.668617	19.687469	(-25.4883, 216.183, 83.6795)	(-25.4883, 216.183, 83.6795)	(19.3436, 203.631, 69.9756)	(37.2362, 184.075, 50.0701)	(26.0794, 169.845, 36.2587)	1861	57.173882	18.805471	(-31.0075, 231.085, 66.9888)	(25.417, 231.648, 23.0353)	(48.5495, 196.891, 21.8171)	(37.0874, 185.374, 38.7929)	(24.2056, 188.184, 48.8967)	1862	65.14505	18.469471	(-37.6366, 228.008, 57.5074)	(10.1586, 224.837, 9.48178)	(37.4045, 187.147, 15.2324)	(24.6991, 177.841, 37.9548)	(10.7799, 182.457, 48.8517)	1863	62.638702	17.574873	(-44.6945, 222.316, 49.7325)	(-8.30786, 215.691, 1.34941)	(18.2188, 181.64, 6.22096)	(8.79477, 174.135, 30.3088)	(-3.75656, 179.346, 42.362)	1864	49.107586	15.611376	(-51.4012, 210.819, 45.9517)	(-24.6477, 203.6, -3.14231)	(0.0778551, 179.731, -2.33008)	(-2.63805, 175.141, 15.9223)	(-12.7323, 179.83, 28.4503)	38.885508
561404	38921644	1	5	0	0	Left	186	(-4.92801, 214.163, 25.7748)	-4.443325	19.796726	38.817287	(0.536832, 0.281288, -0.795417)	(-44.3932, 217.711, 61.2531)	(-185.311, 143.873, 270.05)	1860	50.668617	19.687469	(-23.3974, 221.139, 82.156)	(-23.3974, 221.139, 82.156)	(20.272, 204.113, 69.5721)	(37.0625, 181.207, 52.4774)	(26.6133, 165.051, 40.3323)	1861	57.173882	18.805471	(-28.5515, 233.861, 63.6443)	(26.9232, 225.595, 19.2575)	(48.2519, 189.848, 22.7012)	(36.522, 181.474, 41.2614)	(23.9866, 186.35, 51.0089)	1862	65.14505	18.469471	(-35.5111, 229.842, 54.7718)	(11.0867, 217.75, 6.98772)	(36.6544, 179.9, 17.4622)	(24.1021, 174.345, 41.4601)	(10.6758, 181.015, 51.9019)	1863	62.638702	17.574873	(-42.9868, 223.492, 47.9565)	(-7.9523, 208.496, 0.453612)	(17.0335, 174.175, 9.65497)	(7.76192, 170.494, 34.6719)	(-4.2832, 177.891, 46.0813)	1864	49.107586	15.611376	(-50.3026, 211.929, 45.8938)	(-24.9311, 196.725, -2.09765)	(-1.34266, 172.017, 1.75881)	(-3.95407, 170.131, 20.4995)	(-13.5909, 176.983, 32.3746)	38.921644
561406	38948795	1	5	0	0	Left	186	(-4.57189, 212.736, 26.7551)	-5.502704	19.178577	38.952607	(0.54199, 0.283813, -0.79101)	(-44.0836, 217.055, 62.0958)	(-186.356, 142.555, 269.736)	1860	50.668617	19.687469	(-23.1033, 220.449, 83.0197)	(-23.1033, 220.449, 83.0197)	(20.2842, 202.608, 70.5917)	(36.9444, 179.386, 53.7993)	(26.9643, 162.977, 41.5975)	1861	57.173882	18.805471	(-28.0702, 233.052, 64.3754)	(27.42, 223.754, 20.2128)	(48.3024, 187.79, 24.1082)	(36.4036, 179.765, 42.7151)	(23.8957, 184.896, 52.3662)	1862	65.14505	18.469471	(-35.0517, 229.026, 55.5232)	(11.5282, 215.967, 7.9766)	(36.7887, 177.955, 18.6046)	(24.2754, 172.607, 42.67)	(10.934, 179.451, 53.1077)	1863	62.638702	17.574873	(-42.5802, 222.694, 48.7488)	(-7.59565, 206.863, 1.48085)	(17.0406, 172.368, 10.9683)	(7.71047, 168.947, 36.0004)	(-4.27722, 176.545, 47.3378)	1864	49.107586	15.611376	(-50.0184, 211.194, 46.7765)	(-24.6973, 195.256, -1.00311)	(-1.43443, 170.324, 3.35501)	(-4.16103, 168.69, 22.1029)	(-13.7517, 175.756, 33.8897)	38.948795
561409	38975895	1	5	0	0	Left	186	(-4.56637, 212.15, 27.1465)	-6.341341	19.244002	38.90525	(0.541878, 0.290093, -0.788806)	(-44.0215, 217.003, 62.4813)	(-186.264, 140.854, 269.542)	1860	50.668617	19.687469	(-23.0069, 220.667, 83.3252)	(-23.0069, 220.667, 83.3252)	(20.1308, 202.241, 70.8801)	(37.0128, 178.883, 54.5027)	(28.0204, 161.929, 42.2781)	1861	57.173882	18.805471	(-27.9884, 233.013, 64.5143)	(27.4271, 223.043, 20.4045)	(48.2324, 187.097, 24.8371)	(36.318, 179.393, 43.5694)	(23.8261, 184.7, 53.1463)	1862	65.14505	18.469471	(-34.9871, 228.872, 55.7293)	(11.5093, 215.103, 8.30125)	(36.9474, 177.241, 19.042)	(24.6177, 172.094, 43.2455)	(11.3275, 179.066, 53.664)	1863	62.638702	17.574873	(-42.5321, 222.454, 49.0548)	(-7.63341, 205.93, 1.96095)	(17.0641, 171.557, 11.7314)	(7.82401, 168.394, 36.8307)	(-4.13748, 176.12, 48.1091)	1864	49.107586	15.611376	(-49.9848, 210.936, 47.2538)	(-24.7505, 194.307, -0.336026)	(-1.57405, 169.391, 4.54555)	(-4.27964, 168.081, 23.3219)	(-13.8055, 175.327, 35.0518)	38.975895
561413	39011997	1	5	0	0	Left	186	(-4.50517, 212.033, 27.1992)	-6.56786	19.402771	38.909727	(0.539957, 0.297597, -0.787326)	(-43.9571, 217.005, 62.521)	(-185.696, 138.886, 269.194)	1860	50.668617	19.687469	(-22.9422, 220.825, 83.3365)	(-22.9422, 220.825, 83.3365)	(20.1147, 202.228, 70.8662)	(37.1825, 178.878, 54.6707)	(29.0433, 161.562, 42.3577)	1861	57.173882	18.805471	(-27.9546, 233.057, 64.4593)	(27.4645, 222.951, 20.3851)	(48.296, 187.052, 25.0757)	(36.3689, 179.478, 43.8525)	(23.8666, 184.841, 53.3843)	1862	65.14505	18.469471	(-34.9483, 228.853, 55.7)	(11.558, 214.913, 8.33193)	(37.4961, 177.226, 18.4736)	(25.4045, 171.993, 42.7787)	(12.133, 179.038, 53.172)	1863	62.638702	17.574873	(-42.4831, 222.384, 49.0639)	(-7.56902, 205.667, 2.04964)	(17.2926, 171.415, 11.8261)	(8.11786, 168.268, 36.9513)	(-3.85904, 175.993, 48.2139)	1864	49.107586	15.611376	(-49.914, 210.841, 47.3296)	(-24.6642, 193.998, -0.176552)	(-1.47839, 169.14, 4.94732)	(-4.16876, 167.964, 23.7347)	(-13.6749, 175.262, 35.4481)	39.011997
561416	39039104	1	5	0	0	Left	186	(-4.18045, 211.797, 26.8152)	-6.906306	19.864678	39.045863	(0.53749, 0.301406, -0.787565)	(-43.7106, 216.893, 62.0316)	(-184.802, 137.774, 268.767)	1860	50.668617	19.687469	(-22.7493, 221.098, 82.8269)	(-22.7493, 221.098, 82.8269)	(20.4408, 202.668, 70.5712)	(37.8466, 179.344, 54.701)	(30.4313, 161.653, 42.4639)	1861	57.173882	18.805471	(-27.8238, 233.079, 63.8055)	(27.7202, 222.861, 19.9146)	(48.7713, 187.156, 25.077)	(36.8541, 179.74, 43.9233)	(24.3005, 185.139, 53.3668)	1862	65.14505	18.469471	(-34.7768, 228.726, 55.0865)	(11.8857, 214.575, 7.93518)	(38.2114, 177.21, 18.2712)	(26.3135, 171.961, 42.6681)	(13.0198, 178.913, 53.0954)	1863	62.638702	17.574873	(-42.2576, 222.129, 48.5158)	(-7.16792, 205.123, 1.73631)	(18.1486, 171.189, 11.4548)	(9.15229, 167.985, 36.6373)	(-2.87291, 175.644, 47.8937)	1864	49.107586	15.611376	(-49.605, 210.515, 46.9045)	(-24.1779, 193.31, -0.376705)	(-0.842523, 168.668, 5.10098)	(-3.54318, 167.703, 23.899)	(-13.1009, 175.072, 35.5257)	39.039104
561419	39066226	1	5	0	0	Left	186	(-3.74416, 213.641, 25.6128)	-8.686224	21.047028	38.132431	(0.536824, 0.323486, -0.779215)	(-42.6364, 219.824, 61.3614)	(-183.553, 134.909, 265.905)	1860	50.668617	19.687469	(-21.3176, 224.996, 81.5669)	(-21.3176, 224.996, 81.5669)	(21.5354, 206.017, 68.9698)	(38.7773, 182.191, 53.6788)	(31.7591, 163.844, 42.1956)	1861	57.173882	18.805471	(-26.8505, 236.183, 62.1934)	(27.9285, 224.66, 17.6689)	(49.3422, 189.334, 23.847)	(37.8301, 182.598, 43.1938)	(25.4133, 188.284, 52.6502)	1862	65.14505	18.469471	(-33.9327, 231.441, 53.7874)	(11.9364, 215.794, 6.33132)	(39.0014, 179.094, 17.1288)	(27.926, 174.356, 42.0129)	(14.8425, 181.421, 52.629)	1863	62.638702	17.574873	(-41.4836, 224.536, 47.6257)	(-7.15456, 205.966, 0.876577)	(19.0565, 172.66, 10.3934)	(11.021, 169.777, 35.9371)	(-0.774518, 177.538, 47.3651)	1864	49.107586	15.611376	(-48.7659, 212.814, 46.6122)	(-24.1053, 193.954, -0.443402)	(-0.484933, 169.714, 5.57742)	(-2.8151, 169.481, 24.4481)	(-12.1972, 177.234, 35.9674)	39.066226
561422	39093361	1	5	0	0	Left	186	(-3.89002, 215.554, 25.1739)	-6.719445	25.068116	36.66783	(0.543167, 0.330477, -0.771851)	(-41.9517, 219.974, 62.0597)	(-184.533, 133.224, 264.67)	1860	50.668617	19.687469	(-20.3474, 226.573, 81.533)	(-20.3474, 226.573, 81.533)	(22.8612, 209.48, 67.5297)	(40.9134, 186.468, 51.9282)	(34.9981, 167.538, 40.7761)	1861	57.173882	18.805471	(-27.095, 237.201, 62.2296)	(26.8519, 228.235, 16.1288)	(50.3865, 194.233, 22.0189)	(39.8577, 187.112, 41.7834)	(27.4343, 192.216, 51.5576)	1862	65.14505	18.469471	(-34.1537, 231.969, 54.0986)	(11.0442, 218.352, 5.38919)	(41.1134, 183.527, 14.2813)	(31.7895, 177.748, 39.6584)	(18.7923, 183.894, 50.9322)	1863	62.638702	17.574873	(-41.4891, 224.579, 48.2473)	(-7.62107, 207.406, 0.636153)	(20.4937, 175.728, 10.2784)	(13.2471, 172.864, 36.059)	(1.37878, 180.08, 47.7649)	1864	49.107586	15.611376	(-48.1268, 212.456, 47.5821)	(-23.9003, 194.448, -0.0292346)	(1.27087, 171.616, 5.15723)	(-0.269804, 171.323, 24.1079)	(-9.61853, 178.594, 35.9641)	39.093361
561425	39120475	1	5	0	0	Left	186	(-4.61224, 219.553, 23.0278)	-6.105063	33.341999	35.818889	(0.535712, 0.359367, -0.764112)	(-42.076, 222.396, 60.6733)	(-182.7, 128.062, 261.253)	1860	50.668617	19.687469	(-20.9553, 232.927, 78.9086)	(-20.9553, 232.927, 78.9086)	(22.6224, 217.684, 63.9451)	(42.398, 195.386, 49.4358)	(39.2814, 175.036, 39.7469)	1861	57.173882	18.805471	(-29.343, 241.181, 59.0943)	(24.2147, 234.954, 12.097)	(51.6919, 204.444, 19.7657)	(42.5118, 197.72, 40.3257)	(29.799, 202.107, 50.0762)	1862	65.14505	18.469471	(-35.9232, 234.558, 51.6015)	(9.43414, 222.514, 2.62641)	(44.5882, 192.529, 10.4393)	(38.1039, 186.479, 36.6248)	(25.1061, 191.38, 48.4918)	1863	62.638702	17.574873	(-42.4729, 225.941, 46.5499)	(-7.92182, 209.156, -0.707545)	(23.6831, 181.789, 11.086)	(17.2274, 180.249, 37.1879)	(4.87715, 186.906, 48.7262)	1864	49.107586	15.611376	(-47.6559, 213.12, 46.9961)	(-22.5793, 194.396, 0.106281)	(5.19919, 175.085, 6.20649)	(4.16113, 176.077, 25.1677)	(-5.67109, 183.106, 36.7756)	39.120475
561428	39147730	1	5	0	0	Left	186	(-5.81151, 224.613, 21.4092)	-1.503981	42.212817	34.051782	(0.534549, 0.376042, -0.756869)	(-41.9302, 223.063, 60.42)	(-182.249, 124.352, 259.098)	1860	50.668617	19.687469	(-21.7903, 236.688, 77.6896)	(-21.7903, 236.688, 77.6896)	(21.8386, 224.273, 60.4369)	(43.1742, 203.815, 45.4347)	(43.3317, 183.131, 35.9544)	1861	57.173882	18.805471	(-31.9312, 243.364, 58.1017)	(20.2434, 243.565, 9.17599)	(51.8585, 217.191, 16.2179)	(44.4113, 209.68, 37.2017)	(31.5772, 212.494, 47.3653)	1862	65.14505	18.469471	(-37.8174, 235.774, 50.9562)	(6.95654, 229.068, 0.44678)	(46.5796, 204.579, 5.57446)	(43.062, 197.546, 32.0791)	(30.3117, 200.511, 44.824)	1863	62.638702	17.574873	(-43.3146, 226.259, 46.2756)	(-8.53372, 213.426, -2.0399)	(26.6697, 190.807, 9.62306)	(21.3657, 188.927, 35.9611)	(8.75184, 193.976, 48.0179)	1864	49.107586	15.611376	(-46.689, 212.865, 47.0926)	(-21.0122, 196.837, -0.466682)	(9.31244, 181.577, 4.94656)	(8.8989, 182.757, 23.9209)	(-1.27534, 188.581, 35.8957)	39.14773
561431	39174740	1	5	0	0	Left	186	(-6.1921, 229.035, 20.1109)	8.594396	45.994143	32.880582	(0.54448, 0.354004, -0.760409)	(-41.0292, 219.64, 59.1866)	(-183.955, 126.714, 258.794)	1860	50.668617	19.687469	(-21.8032, 233.04, 77.6337)	(-21.8032, 233.04, 77.6337)	(21.5582, 224.637, 57.5237)	(43.8467, 207.615, 39.8515)	(46.3133, 188.414, 27.8951)	1861	57.173882	18.805471	(-33.0015, 240.925, 59.0993)	(17.695, 251.632, 9.79222)	(52.4191, 228.478, 11.4577)	(47.7164, 217.163, 31.5088)	(35.4867, 216.891, 42.7466)	1862	65.14505	18.469471	(-38.3411, 233.681, 51.2052)	(5.5843, 237.04, -0.371589)	(47.5126, 216.146, 0.824675)	(45.7042, 205.656, 26.3399)	(33.2009, 205.793, 39.6606)	1863	62.638702	17.574873	(-43.0547, 224.287, 45.5301)	(-8.45845, 220.395, -4.43737)	(28.6497, 199.876, 4.98994)	(23.9244, 194.651, 30.9846)	(11.2372, 197.055, 43.7605)	1864	49.107586	15.611376	(-45.1611, 210.629, 44.8343)	(-19.3146, 202.633, -4.62375)	(12.3577, 189.764, -1.01606)	(12.359, 188.723, 17.9709)	(2.16986, 192.094, 30.8412)	39.17474
561435	39210875	1	5	0	0	Left	186	(-8.75294, 234.539, 19.3543)	26.878526	50.316754	28.474144	(0.563377, 0.272903, -0.779827)	(-38.336, 210.982, 56.7538)	(-186.222, 139.345, 261.458)	1860	50.668617	19.687469	(-18.644, 221.131, 76.7218)	(-18.644, 221.131, 76.7218)	(23.1259, 224.386, 52.2284)	(48.5518, 220.419, 31.3333)	(56.1078, 208.009, 13.8228)	1861	57.173882	18.805471	(-32.3845, 232.308, 61.978)	(11.7239, 261.731, 13.9706)	(48.6701, 244.314, 5.2362)	(48.481, 227.176, 21.3127)	(38.1909, 221.851, 33.2155)	1862	65.14505	18.469471	(-37.8105, 226.862, 52.8015)	(0.044867, 249.066, 1.0826)	(43.6706, 234.045, -7.11247)	(46.0862, 216.82, 14.3773)	(35.3896, 211.639, 28.2528)	1863	62.638702	17.574873	(-42.1867, 218.841, 45.1088)	(-12.7256, 232.577, -6.39027)	(27.7103, 217.364, -10.9079)	(29.7173, 203.639, 12.1773)	(19.4785, 200.024, 26.7398)	1864	49.107586	15.611376	(-43.0683, 205.718, 40.8118)	(-21.8356, 214.36, -10.6912)	(11.1555, 205.116, -13.5049)	(13.8128, 198.688, 4.19253)	(5.26232, 196.784, 18.4787)	39.210875
561438	39237955	1	5	0	0	Left	186	(-12.7918, 237.178, 18.8897)	32.013036	54.193259	24.526962	(0.556043, 0.267247, -0.787017)	(-38.5549, 208.915, 55.8527)	(-184.516, 138.763, 262.444)	1860	50.668617	19.687469	(-18.4757, 218.945, 75.4925)	(-18.4757, 218.945, 75.4925)	(21.7337, 229.641, 50.5116)	(47.376, 232.196, 29.6606)	(54.3645, 221.497, 10.8347)	1861	57.173882	18.805471	(-33.7501, 230.169, 62.3848)	(5.4856, 266.072, 14.5565)	(42.9295, 252.741, 1.71542)	(45.7643, 234.376, 16.0993)	(37.0991, 227.085, 28.2516)	1862	65.14505	18.469471	(-39.3159, 225.039, 53.1109)	(-6.03962, 253.588, 1.35674)	(37.9169, 242.808, -10.7929)	(43.3881, 224.174, 8.88337)	(34.2647, 216.968, 22.9767)	1863	62.638702	17.574873	(-43.5796, 217.312, 45.062)	(-18.088, 236.828, -6.6885)	(22.8788, 226.202, -16.4713)	(28.6559, 210.69, 4.77419)	(20.1942, 204.859, 19.753)	1864	49.107586	15.611376	(-43.828, 204.509, 39.8204)	(-26.1937, 218.375, -11.8984)	(6.9788, 212.749, -18.9488)	(12.2678, 204.838, -2.48566)	(5.41126, 200.71, 12.2378)	39.237955
561439	39247001	1	5	0	0	Left	186	(-13.9292, 238.312, 18.7044)	33.425987	55.511475	22.875149	(0.555088, 0.269822, -0.786812)	(-38.2292, 208.667, 55.5764)	(-183.94, 137.839, 262.114)	1860	50.668617	19.687469	(-17.958, 218.734, 74.9993)	(-17.958, 218.734, 74.9993)	(21.4685, 231.678, 49.8348)	(46.8115, 236.071, 28.9242)	(52.9581, 225.45, 9.76353)	1861	57.173882	18.805471	(-33.7664, 229.882, 62.4722)	(3.58824, 267.708, 14.6208)	(41.0001, 255.946, 0.245065)	(45.0131, 237.303, 13.9761)	(37.0361, 229.382, 26.2052)	1862	65.14505	18.469471	(-39.4159, 224.824, 53.2083)	(-7.93659, 255.249, 1.39793)	(35.9717, 245.798, -11.9712)	(42.3639, 226.867, 7.1365)	(33.7623, 219.118, 21.27)	1863	62.638702	17.574873	(-43.6781, 217.177, 45.0837)	(-19.7745, 238.391, -6.75618)	(21.1602, 229.178, -17.9979)	(28.0206, 213.31, 2.65365)	(20.1427, 206.889, 17.7092)	1864	49.107586	15.611376	(-43.7504, 204.487, 39.5671)	(-27.5711, 219.872, -12.198)	(5.49478, 215.41, -20.4753)	(11.5853, 207.204, -4.43919)	(5.31391, 202.485, 10.3671)	39.247001
561442	39292278	1	5	0	0	Left	186	(-21.5702, 242.978, 19.2187)	39.152171	62.630759	14.299309	(0.539633, 0.286122, -0.791789)	(-38.6756, 207.627, 55.0868)	(-180.329, 132.52, 262.931)	1860	50.668617	19.687469	(-17.995, 218.528, 73.6066)	(-17.995, 218.528, 73.6066)	(17.0997, 240.479, 48.2738)	(40.123, 251.839, 27.3047)	(45.133, 243.206, 6.85725)	1861	57.173882	18.805471	(-36.1019, 228.599, 63.5163)	(-8.07431, 274.565, 16.4256)	(28.6838, 269.671, -2.79763)	(36.8987, 250.682, 8.34397)	(31.5664, 240.613, 20.4313)	1862	65.14505	18.469471	(-41.9621, 223.648, 54.3261)	(-19.2473, 261.884, 3.11144)	(24.0138, 259.128, -14.6895)	(34.4213, 239.655, 1.94876)	(28.2236, 229.729, 15.9789)	1863	62.638702	17.574873	(-46.0409, 216.216, 45.9123)	(-29.7406, 244.402, -5.55285)	(10.7237, 241.442, -21.0699)	(21.3928, 224.91, -2.6787)	(15.8096, 216.313, 12.3172)	1864	49.107586	15.611376	(-45.1427, 204.109, 39.2735)	(-35.79, 225.56, -12.0144)	(-3.56924, 226.393, -23.9686)	(5.28605, 217.69, -9.56644)	(1.25687, 210.88, 5.20611)	39.292278
